acc,start,end,strand,chromosome,species,symbol,name,length
NP_001075935.1,8299345,8414435,-1,23,Bos_taurus,NUDT3,diphosphoinositol polyphosphate phosphohydrolase 1,115090
NP_001029888.1,8434615,8440388,-1,23,Bos_taurus,RPS10,40S ribosomal protein S10,5773
NP_001094571.1,8525929,8531878,1,23,Bos_taurus,PACSIN1,protein kinase C and casein kinase substrate in neurons protein 1,5949
NP_001075047.1,8537857,8544735,-1,23,Bos_taurus,SPDEF,SAM pointed domain-containing Ets transcription factor,6878
NP_001069939.1,8592159,8688735,-1,23,Bos_taurus,C23H6orf106,uncharacterized protein C6orf106 homolog,96576
NP_001069802.1,8726741,8737181,-1,23,Bos_taurus,SNRPC,U1 small nuclear ribonucleoprotein C,10440
NP_001029448.1,8829704,8836752,-1,23,Bos_taurus,TAF11,transcription initiation factor TFIID subunit 11,7048
NP_001103549.1,9023111,9051908,-1,23,Bos_taurus,TCP11,T-complex protein 11 homolog,28797
XP_002697245.2,9196405,9201776,1,23,Bos_taurus,LOC107131220,zinc finger protein 76-like,5371
XP_003587718.4,9225816,9235277,1,23,Bos_taurus,ZNF76,zinc finger protein 76,9461
NP_001092464.1,9237803,9263491,1,23,Bos_taurus,DEF6,differentially expressed in FDCP 6 homolog,25688
NP_001077105.1,9340997,9353750,1,23,Bos_taurus,PPARD,peroxisome proliferator-activated receptor delta,12753
NP_001179278.1,9381625,9390135,1,23,Bos_taurus,FANCE,Fanconi anemia group E protein,8510
NP_001015647.1,9391550,9393982,1,23,Bos_taurus,RPL10A,60S ribosomal protein L10a,2432
NP_001193657.1,9422867,9437261,-1,23,Bos_taurus,TULP1,tubby-related protein 1,14394
NP_001179791.1,9523457,9593213,-1,23,Bos_taurus,FKBP5,peptidyl-prolyl cis-trans isomerase FKBP5,69756
XP_002697259.1,9711821,9714190,1,23,Bos_taurus,CLPSL2,colipase-like protein 2,2369
NP_001071435.1,9723924,9726190,-1,23,Bos_taurus,CLPS,colipase precursor,2266
XP_015315260.1,9732875,9733271,-1,23,Bos_taurus,LOC107131713,splicing factor 3A subunit 2-like,396
NP_001192875.1,9733330,9742158,1,23,Bos_taurus,LHFPL5,tetraspan membrane protein of hair cell stereocilia,8828
XP_002697249.2,9753394,9824588,-1,23,Bos_taurus,SRPK1,LOW QUALITY PROTEIN: SRSF protein kinase 1,71194
NP_001095600.1,9853525,9935037,-1,23,Bos_taurus,SLC26A8,testis anion transporter 1,81512
NP_001095644.1,9945204,10020848,1,23,Bos_taurus,MAPK14,mitogen-activated protein kinase 14,75644
NP_001014947.1,10036740,10044800,1,23,Bos_taurus,MAPK13,mitogen-activated protein kinase 13,8060
NP_001192556.1,10099946,10130192,1,23,Bos_taurus,BRPF3,bromodomain and PHD finger-containing protein 3,30246
NP_001092670.1,10167496,10222306,1,23,Bos_taurus,PNPLA1,patatin-like phospholipase domain-containing protein 1,54810
XP_015315266.1,10319263,10338707,-1,23,Bos_taurus,PXT1,peroxisomal testis-specific protein 1,19444
NP_001094563.1,10376706,10388224,1,23,Bos_taurus,KCTD20,BTB/POZ domain-containing protein KCTD20,11518
NP_001075071.1,10397543,10431778,-1,23,Bos_taurus,STK38,serine/threonine-protein kinase 38,34235
NP_001029872.1,10483016,10487325,1,23,Bos_taurus,SRSF3,serine/arginine-rich splicing factor 3,4309
NP_001075891.1,10528535,10529327,-1,23,Bos_taurus,RPS4Y1,40S ribosomal protein S4,792
NP_001092428.1,10565064,10567022,1,23,Bos_taurus,CDKN1A,cyclin-dependent kinase inhibitor 1,1958
XP_003587720.1,10627252,10628281,1,23,Bos_taurus,LOC520334,galanin receptor type 3-like,1029
NP_001192568.1,10632881,10734548,-1,23,Bos_taurus,CPNE5,copine-5,101667
NP_001014869.1,10749915,10769294,-1,23,Bos_taurus,PPIL1,peptidyl-prolyl cis-trans isomerase-like 1,19379
XP_005223417.1,10785266,10808457,1,23,Bos_taurus,C23H6orf89,bombesin receptor-activated protein C6orf89 homolog,23191
NP_001019658.1,10836849,10847835,1,23,Bos_taurus,PI16,peptidase inhibitor 16 precursor,10986
NP_001096775.1,10854951,10873743,-1,23,Bos_taurus,MTCH1,mitochondrial carrier homolog 1,18792
NP_001069038.1,10892239,10917998,1,23,Bos_taurus,FGD2,"FYVE, RhoGEF and PH domain-containing protein 2",25759
NP_776569.1,11051838,11055416,-1,23,Bos_taurus,PIM1,serine/threonine-protein kinase pim-1,3578
NP_001073096.1,11109986,11110565,-1,23,Bos_taurus,TMEM217,transmembrane protein 217,579
NP_001092618.1,11133141,11205614,1,23,Bos_taurus,TBC1D22B,TBC1 domain family member 22B,72473
NP_001039681.1,11229849,11266714,1,23,Bos_taurus,RNF8,E3 ubiquitin-protein ligase RNF8,36865
NP_001075899.1,11305605,11355819,1,23,Bos_taurus,CMTR1,cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,50214
NP_001073705.1,11358397,11373667,-1,23,Bos_taurus,CCDC167,coiled-coil domain-containing protein 167,15270
NP_001179811.1,11531142,11594184,-1,23,Bos_taurus,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 precursor,63042
NP_001095615.1,11712948,12038930,1,23,Bos_taurus,ZFAND3,AN1-type zinc finger protein 3,325982
NP_001121970.1,12047050,12066121,-1,23,Bos_taurus,BTBD9,BTB/POZ domain-containing protein 9,19071
NP_001076965.1,12484841,12509188,-1,23,Bos_taurus,GLO1,lactoylglutathione lyase,24347
XP_015315271.1,12550366,12883810,1,23,Bos_taurus,DNAH8,"dynein heavy chain 8, axonemal",333444
XP_015315270.1,12913567,12940627,1,23,Bos_taurus,GLP1R,glucagon-like peptide 1 receptor,27060
NP_001033314.1,12964618,12970995,-1,23,Bos_taurus,SAYSD1,SAYSvFN domain-containing protein 1,6377
NP_001178073.1,13057052,13095305,-1,23,Bos_taurus,KCNK5,potassium channel subfamily K member 5,38253
NP_776983.1,13160630,13172855,-1,23,Bos_taurus,KCNK17,potassium channel subfamily K member 17,12225
XP_003587722.1,13175050,13181345,-1,23,Bos_taurus,KCNK16,potassium channel subfamily K member 16,6295
XP_015315273.1,13191045,13212289,-1,23,Bos_taurus,LOC104968668,kinesin-like protein KIF6,21244
XP_015315272.1,13483734,13613272,-1,23,Bos_taurus,LOC100139627,kinesin-like protein KIF6,129538
XP_015315274.1,13821468,13831009,-1,23,Bos_taurus,LOC107131718,uncharacterized protein LOC107131718,9541
NP_001159769.1,13833190,13866914,-1,23,Bos_taurus,MOCS1,molybdenum cofactor biosynthesis protein 1 isoform a,33724
NP_001179524.1,14309127,14351087,-1,23,Bos_taurus,LRFN2,leucine-rich repeat and fibronectin type-III domain-containing protein 2 precursor,41960
XP_005223572.1,14959071,14965828,-1,23,Bos_taurus,UNC5CL,UNC5C-like protein,6757
XP_015315306.1,14974417,14975436,1,23,Bos_taurus,TSPO2,translocator protein 2,1019
NP_001029527.1,14985546,14994946,1,23,Bos_taurus,APOBEC2,probable C->U-editing enzyme APOBEC-2,9400
NP_001070581.1,15000774,15005102,-1,23,Bos_taurus,OARD1,O-acetyl-ADP-ribose deacetylase 1,4328
NP_001014956.1,15013685,15029907,1,23,Bos_taurus,NFYA,nuclear transcription factor Y subunit alpha,16222
NP_001073048.1,15090366,15094707,-1,23,Bos_taurus,TREM2,triggering receptor expressed on myeloid cells 2 precursor,4341
NP_996853.1,15148526,15163157,-1,23,Bos_taurus,TREM1,triggering receptor expressed on myeloid cells 1 precursor,14631
NP_001192453.1,15391989,15423646,1,23,Bos_taurus,FOXP4,forkhead box protein P4,31657
NP_001192466.1,15467449,15482104,1,23,Bos_taurus,MDFI,myoD family inhibitor,14655
NP_001192595.1,15507709,15514007,-1,23,Bos_taurus,TFEB,transcription factor EB,6298
NP_001192720.1,15544731,15568677,-1,23,Bos_taurus,PGC,gastricsin precursor,23946
NP_001092388.1,15592630,15598158,-1,23,Bos_taurus,FRS3,fibroblast growth factor receptor substrate 3,5528
NP_001107190.1,15609410,15610160,1,23,Bos_taurus,TOMM6,mitochondrial import receptor subunit TOM6 homolog,750
NP_001096763.1,15687640,15696662,-1,23,Bos_taurus,MED20,mediator of RNA polymerase II transcription subunit 20,9022
NP_001014924.1,15697194,15705885,1,23,Bos_taurus,BYSL,bystin,8691
NP_001029881.1,15708570,15714284,-1,23,Bos_taurus,CCND3,G1/S-specific cyclin-D3,5714
NP_001094670.1,15803563,15820671,1,23,Bos_taurus,TAF8,transcription initiation factor TFIID subunit 8,17108
XP_015315308.1,15841663,15874544,-1,23,Bos_taurus,C23H6orf132,LOW QUALITY PROTEIN: uncharacterized protein C6orf132 homolog,32881
NP_001070551.1,15887225,15893213,1,23,Bos_taurus,MGC137036,uncharacterized protein LOC768024,5988
NP_776971.1,15901354,15908049,1,23,Bos_taurus,GUCA1A,guanylyl cyclase-activating protein 1,6695
NP_777211.1,15910681,15920974,-1,23,Bos_taurus,GUCA1B,guanylyl cyclase-activating protein 2,10293
NP_001030391.1,15930317,15941557,-1,23,Bos_taurus,MRPS10,"28S ribosomal protein S10, mitochondrial",11240
NP_001179567.1,16264296,16369924,1,23,Bos_taurus,UBR2,E3 ubiquitin-protein ligase UBR2,105628
NP_001159959.1,16376477,16390351,-1,23,Bos_taurus,PRPH2,peripherin-2,13874
NP_001069177.1,16406537,16407575,-1,23,Bos_taurus,TBCC,tubulin-specific chaperone C,1038
NP_001192709.1,16478579,16509798,1,23,Bos_taurus,GLTSCR1L,GLTSCR1-like protein,31219
NP_001193230.1,16520011,16524508,1,23,Bos_taurus,RPL7L1,60S ribosomal protein L7-like 1,4497
XP_002697289.1,16541218,16541560,-1,23,Bos_taurus,C23H6orf226,uncharacterized protein C6orf226 homolog,342
NP_001069101.1,16554188,16559231,1,23,Bos_taurus,PTCRA,pre T-cell antigen receptor alpha precursor,5043
NP_001068907.1,16562967,16571110,1,23,Bos_taurus,CNPY3,protein canopy homolog 3 precursor,8143
NP_001193045.1,16579608,16582852,1,23,Bos_taurus,GNMT,glycine N-methyltransferase,3244
NP_001179876.1,16583614,16597347,-1,23,Bos_taurus,PEX6,peroxisome biogenesis factor 6,13733
NP_001193287.1,16602270,16624415,1,23,Bos_taurus,PPP2R5D,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,22145
NP_777073.1,16625595,16626515,-1,23,Bos_taurus,MEA1,male-enhanced antigen 1,920
NP_001014966.1,16629725,16633148,1,23,Bos_taurus,KLHDC3,kelch domain-containing protein 3,3423
NP_001098949.1,16634042,16637619,1,23,Bos_taurus,RRP36,ribosomal RNA processing protein 36 homolog,3577
XP_005223608.1,16640985,16654717,-1,23,Bos_taurus,CUL7,cullin-7,13732
NP_001035617.2,16656329,16660414,-1,23,Bos_taurus,MRPL2,"39S ribosomal protein L2, mitochondrial",4085
NP_001179894.1,16677998,16739973,1,23,Bos_taurus,PTK7,inactive tyrosine-protein kinase 7 precursor,61975
NP_001192945.1,16747957,16754379,1,23,Bos_taurus,SRF,serum response factor,6422
XP_010816567.1,16795449,16797797,-1,23,Bos_taurus,DNPH1,LOW QUALITY PROTEIN: 2'-deoxynucleoside 5'-phosphate N-hydrolase 1,2348
NP_001094517.1,16865903,16871554,1,23,Bos_taurus,SLC22A7,solute carrier family 22 member 7,5651
NP_001179618.1,16872591,16875110,-1,23,Bos_taurus,CRIP3,cysteine-rich protein 3,2519
NP_001076963.1,16981991,16985997,-1,23,Bos_taurus,DLK2,protein delta homolog 2 precursor,4006
NP_001179348.1,17018937,17024703,1,23,Bos_taurus,TJAP1,tight junction-associated protein 1,5766
NP_001069687.1,17031400,17035246,-1,23,Bos_taurus,YIPF3,protein YIPF3,3846
NP_001033213.1,17035558,17042137,1,23,Bos_taurus,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,6579
XP_002697347.2,17044425,17085615,-1,23,Bos_taurus,XPO5,exportin-5,41190
NP_001029622.1,17092571,17115947,1,23,Bos_taurus,POLH,DNA polymerase eta,23376
NP_001076890.1,17119814,17126853,-1,23,Bos_taurus,GTPBP2,GTP-binding protein 2,7039
NP_001069849.1,17131608,17135248,1,23,Bos_taurus,MAD2L1BP,MAD2L1-binding protein,3640
NP_001039732.1,17138234,17151388,1,23,Bos_taurus,RSPH9,radial spoke head protein 9 homolog,13154
NP_001094699.1,17152109,17168144,-1,23,Bos_taurus,MRPS18A,"28S ribosomal protein S18a, mitochondrial precursor",16035
XP_005223613.3,17257442,17260947,-1,23,Bos_taurus,LOC107131286,vascular endothelial growth factor A-like,3505
NP_001303885.1,17260415,17269399,1,23,Bos_taurus,VEGFA,vascular endothelial growth factor A isoform 4 precursor,8984
XP_010816570.1,17512651,17513651,1,23,Bos_taurus,C23H6orf223,LOW QUALITY PROTEIN: uncharacterized protein C6orf223 homolog,1000
XP_015315310.1,17585592,17597948,-1,23,Bos_taurus,TCTE1,T-complex-associated testis-expressed protein 1,12356
NP_001178140.1,17609852,17676785,-1,23,Bos_taurus,AARS2,"alanine--tRNA ligase, mitochondrial",66933
NP_001157411.1,17663878,17797642,1,23,Bos_taurus,TMEM63B,CSC1-like protein 2,133764
XP_015315311.1,17807544,17820030,1,23,Bos_taurus,CAPN11,calpain-11,12486
NP_001029570.2,17846050,17855653,1,23,Bos_taurus,SLC29A1,equilibrative nucleoside transporter 1,9603
NP_001073105.1,17868994,17873174,1,23,Bos_taurus,HSP90AB1,heat shock protein HSP 90-beta,4180
NP_001070433.1,17875755,17878469,-1,23,Bos_taurus,SLC35B2,adenosine 3'-phospho 5'-phosphosulfate transporter 1 precursor,2714
NP_001124218.1,17880438,17886997,-1,23,Bos_taurus,NFKBIE,NF-kappa-B inhibitor epsilon,6559
NP_001192792.1,17891618,17895776,1,23,Bos_taurus,TMEM151B,transmembrane protein 151B,4158
NP_001098478.1,18223259,18611124,-1,23,Bos_taurus,SUPT3H,transcription initiation protein SPT3 homolog,387865
NP_776701.1,19167448,19333118,-1,23,Bos_taurus,CLIC5,chloride intracellular channel protein 5,165670
NP_001075004.1,19375919,19380975,1,23,Bos_taurus,ENPP4,bis(5'-adenosyl)-triphosphatase ENPP4 precursor,5056
NP_001193653.1,19388632,19395174,-1,23,Bos_taurus,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase family member 5 precursor,6542
NP_001015632.2,19437662,19537357,-1,23,Bos_taurus,RCAN2,calcipressin-2 isoform 2,99695
NP_001092408.1,19777772,19860182,-1,23,Bos_taurus,CYP39A1,24-hydroxycholesterol 7-alpha-hydroxylase,82410
NP_001193123.1,19860794,19882600,1,23,Bos_taurus,SLC25A27,mitochondrial uncoupling protein 4,21806
NP_001179259.1,19892714,19903575,1,23,Bos_taurus,TDRD6,tudor domain-containing protein 6,10861
NP_777003.2,19907187,19928621,-1,23,Bos_taurus,PLA2G7,platelet-activating factor acetylhydrolase precursor,21434
XP_002697314.1,19956588,19965986,1,23,Bos_taurus,ANKRD66,ankyrin repeat domain-containing protein 66,9398
XP_010816580.1,20014169,20040232,1,23,Bos_taurus,MEP1A,LOW QUALITY PROTEIN: meprin A subunit alpha,26063
NP_001180172.1,20053545,20110595,-1,23,Bos_taurus,ADGRF5,probable G-protein coupled receptor 116,57050
NP_001179256.1,20206492,20236403,-1,23,Bos_taurus,ADGRF1,probable G-protein coupled receptor 110,29911
XP_002697352.4,20383917,20384229,1,23,Bos_taurus,LOC100296156,peptidyl-prolyl cis-trans isomerase A,312
NP_001070379.1,20412019,20474574,-1,23,Bos_taurus,TNFRSF21,tumor necrosis factor receptor superfamily member 21,62555
NP_001193468.1,20597063,20680179,1,23,Bos_taurus,CD2AP,CD2-associated protein,83116
NP_001178191.1,20708928,20731119,1,23,Bos_taurus,ADGRF2,probable G-protein coupled receptor 111 precursor,22191
NP_001137347.1,20745535,20758331,1,23,Bos_taurus,ADGRF4,probable G-protein coupled receptor 115 precursor,12796
NP_001193009.1,20801931,20834318,1,23,Bos_taurus,OPN5,opsin-5,32387
XP_015315313.1,20893700,20895233,-1,23,Bos_taurus,LOC107131722,patched domain-containing protein 4,1533
NP_001095613.1,21090639,21091248,-1,23,Bos_taurus,PTCHD4,patched domain-containing protein 4,609
NP_776364.2,21938807,21972915,-1,23,Bos_taurus,MUT,"methylmalonyl-CoA mutase, mitochondrial precursor",34108
NP_001071533.1,21985013,21997135,1,23,Bos_taurus,CENPQ,centromere protein Q,12122
NP_001138533.1,22011841,22024395,1,23,Bos_taurus,GLYATL3,glycine N-acyltransferase-like protein 3,12554
NP_001139125.1,22040538,22041105,1,23,Bos_taurus,C23H6orf141,uncharacterized protein C6orf141 homolog,567
NP_776596.1,22088890,22109630,-1,23,Bos_taurus,RHAG,ammonium transporter Rh type A,20740
NP_001033178.1,22131367,22146648,-1,23,Bos_taurus,CRISP2,cysteine-rich secretory protein 2 precursor,15281
NP_001073103.1,22164420,22178460,-1,23,Bos_taurus,CRISP3,cysteine-rich secretory protein 3 precursor,14040
NP_001116507.1,22221076,22222330,-1,23,Bos_taurus,PGK2,phosphoglycerate kinase 2,1254
NP_001193188.1,22245232,22261583,-1,23,Bos_taurus,CRISP1,cysteine-rich secretory protein 1 precursor,16351
XP_002697354.1,22369893,22374864,-1,23,Bos_taurus,DEFB110,beta-defensin 110,4971
XP_015315314.1,22381952,22423235,-1,23,Bos_taurus,DEFB112,beta-defensin 112,41283
NP_001179258.1,22998427,23057489,1,23,Bos_taurus,TFAP2D,transcription factor AP-2-delta,59062
NP_001069715.1,23097807,23122686,1,23,Bos_taurus,TFAP2B,transcription factor AP-2-beta,24879
XP_002697357.2,23795771,24250799,-1,23,Bos_taurus,PKHD1,fibrocystin,455028
NP_001008412.1,24347044,24350010,1,23,Bos_taurus,IL17A,interleukin-17A precursor,2966
NP_001179011.1,24391184,24397891,-1,23,Bos_taurus,IL17F,interleukin-17F precursor,6707
NP_001013604.2,24439485,24456276,-1,23,Bos_taurus,MCM3,DNA replication licensing factor MCM3,16791
XP_015315334.1,24547395,24547635,1,23,Bos_taurus,LOC107131728,translation machinery-associated protein 7,240
NP_001094605.1,24567893,24568958,1,23,Bos_taurus,PAQR8,membrane progestin receptor beta,1065
NP_001179173.1,24588128,24627606,1,23,Bos_taurus,EFHC1,EF-hand domain-containing protein 1,39478
NP_001180079.1,24638149,24702830,-1,23,Bos_taurus,TRAM2,translocating chain-associated membrane protein 2,64681
NP_001029551.1,24807975,24813528,1,23,Bos_taurus,TMEM14A,transmembrane protein 14A,5553
NP_803481.1,24823887,24831484,-1,23,Bos_taurus,GSTA2,glutathione S-transferase A2,7597
NP_001071617.1,24875680,24883511,-1,23,Bos_taurus,GSTA3,glutathione S-transferase A1,7831
NP_001092486.1,24895015,24909300,-1,23,Bos_taurus,GSTA5,glutathione S-transferase A5,14285
NP_001070580.1,24935716,24948163,-1,23,Bos_taurus,GSTA3,glutathione S-transferase A4,12447
NP_001015651.1,24963701,24976300,-1,23,Bos_taurus,GSTA4,glutathione S-transferase A4,12599
NP_001092357.1,24984469,25012392,-1,23,Bos_taurus,ICK,serine/threonine-protein kinase ICK,27923
NP_001029584.1,25030689,25051289,1,23,Bos_taurus,FBXO9,F-box only protein 9,20600
NP_001179034.1,25067220,25084501,-1,23,Bos_taurus,GCM1,chorion-specific transcription factor GCMa,17281
NP_001040062.1,25157473,25186845,-1,23,Bos_taurus,ELOVL5,elongation of very long chain fatty acids protein 5,29372
XP_015315336.1,25351285,25356908,-1,23,Bos_taurus,BOLA-DQA2,"major histocompatibility complex, class II, DQ alpha 2",5623
NP_001012694.2,25375347,25388103,1,23,Bos_taurus,BOLA-DQB,"major histocompatibility complex, class II, DQ beta precursor",12756
NP_001012693.2,25405112,25411578,-1,23,Bos_taurus,BOLA-DQA5,"major histocompatibility complex, class II, DQ alpha 5 precursor",6466
XP_003587740.1,25426572,25430097,-1,23,Bos_taurus,LOC100848815,"LOW QUALITY PROTEIN: SLA class II histocompatibility antigen, DQ haplotype D alpha chain-like",3525
XP_015330756.1,25472160,25476537,1,23,Bos_taurus,BOLA-DRB3,"major histocompatibility complex, class II, DRB3",4377
NP_001013619.3,25489989,25490245,-1,23,Bos_taurus,BOLA-DQA1,"major histocompatibility complex, class II, DQ alpha, type 1 precursor",256
XP_010816599.2,25539596,25557851,1,23,Bos_taurus,BOLA-DRB2,"LOW QUALITY PROTEIN: DLA class II histocompatibility antigen, DR-1 beta chain",18255
XP_015315343.1,25574617,25586120,1,23,Bos_taurus,LOC101902890,"H-2 class II histocompatibility antigen, E-S beta chain-like",11503
NP_001012695.1,25588639,25592144,-1,23,Bos_taurus,BOLA-DRA,"major histocompatibility complex, class II, DR alpha precursor",3505
NP_001095821.1,25618595,25631944,1,23,Bos_taurus,BTNL2,butyrophilin-like protein 2,13349
NP_001075192.1,25634966,25642597,-1,23,Bos_taurus,LOC525599,butyrophilin family member precursor,7631
NP_001029379.1,25649539,25656197,1,23,Bos_taurus,LOC504295,butyrophilin-like protein 1 precursor,6658
NP_001029840.2,25855492,25862994,-1,23,Bos_taurus,BLA-DQB,"boLa class II histocompatibility antigen, DQB*0101 beta chain precursor",7502
XP_015315347.1,26226530,26269588,1,23,Bos_taurus,LOC104972343,CAP-Gly domain-containing linker protein 1-like,43058
XP_015315348.1,26404304,26412906,1,23,Bos_taurus,LOC107131729,butyrophilin subfamily 1 member A1-like,8602
XP_015315385.1,26726613,26795033,1,23,Bos_taurus,C23H6orf10,uncharacterized protein C6orf10 homolog,68420
XP_002697389.3,26932836,26938393,1,23,Bos_taurus,LOC786065,butyrophilin-like protein 1,5557
NP_001193877.1,26973190,26998620,1,23,Bos_taurus,NOTCH4,neurogenic locus notch homolog protein 4 precursor,25430
NP_001243812.1,27003268,27006729,1,23,Bos_taurus,PBX2,pre-B-cell leukemia transcription factor 2,3461
NP_776407.1,27008849,27011781,1,23,Bos_taurus,AGER,advanced glycosylation end product-specific receptor precursor,2932
NP_001098915.1,27012545,27014357,-1,23,Bos_taurus,RNF5,E3 ubiquitin-protein ligase RNF5,1812
NP_803484.1,27021362,27023483,1,23,Bos_taurus,AGPAT1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha precursor,2121
NP_001092657.1,27024789,27026621,-1,23,Bos_taurus,EGFL8,epidermal growth factor-like protein 8 precursor,1832
NP_001030395.2,27028828,27035444,-1,23,Bos_taurus,PPT2,lysosomal thioesterase PPT2 precursor,6616
NP_001070415.1,27038297,27040649,1,23,Bos_taurus,PRRT1,proline-rich transmembrane protein 1,2352
NP_001095452.1,27056298,27057274,1,23,Bos_taurus,FKBPL,FK506-binding protein-like,976
NP_001077152.1,27057896,27067313,1,23,Bos_taurus,ATF6B,cyclic AMP-dependent transcription factor ATF-6 beta,9417
XP_005223750.1,27076266,27079933,1,23,Bos_taurus,LOC107131209,complement C4-like,3667
XP_015315387.1,27083668,27084155,1,23,Bos_taurus,LOC107131730,steroid 21-hydroxylase-like,487
NP_777128.1,27085606,27140674,-1,23,Bos_taurus,TNXB,tenascin-X precursor,55068
XP_015315388.1,27152124,27162956,1,23,Bos_taurus,LOC781663,LOW QUALITY PROTEIN: complement C4-A-like,10832
NP_001013614.1,27169511,27172439,-1,23,Bos_taurus,CYP21,steroid 21-hydroxylase,2928
NP_001091466.1,27199777,27206513,-1,23,Bos_taurus,STK19,serine/threonine-protein kinase 19,6736
NP_001014872.2,27207267,27209706,1,23,Bos_taurus,DXO,decapping and exoribonuclease protein,2439
XP_003587743.1,27209206,27219157,-1,23,Bos_taurus,LOC100139548,helicase SKI2W,9951
NP_001069672.1,27219882,27225046,1,23,Bos_taurus,NELFE,negative elongation factor E,5164
NP_001035616.1,27225317,27231182,-1,23,Bos_taurus,CFB,complement factor B precursor,5865
NP_001029664.1,27232001,27243331,-1,23,Bos_taurus,C2,complement C2 precursor,11330
XP_005223753.1,27274033,27275413,1,23,Bos_taurus,ZBTB12,zinc finger and BTB domain-containing protein 12,1380
NP_001193192.1,27277595,27291159,1,23,Bos_taurus,EHMT2,histone-lysine N-methyltransferase EHMT2,13564
NP_001076911.1,27291972,27305226,1,23,Bos_taurus,SLC44A4,choline transporter-like protein 4,13254
NP_001077111.1,27305749,27309102,1,23,Bos_taurus,NEU1,sialidase-1 precursor,3353
NP_976067.2,27331772,27333698,-1,23,Bos_taurus,HSPA1A,heat shock 70 kDa protein 1B,1926
NP_001161367.1,27336058,27337984,1,23,Bos_taurus,HSPA1L,heat shock 70 kDa protein 1-like,1926
NP_001094647.1,27339721,27344137,1,23,Bos_taurus,LSM2,U6 snRNA-associated Sm-like protein LSm2,4416
NP_001068674.1,27356280,27364477,-1,23,Bos_taurus,VWA7,von Willebrand factor A domain-containing protein 7 precursor,8197
XP_002697393.2,27365290,27373768,-1,23,Bos_taurus,VARS,valine--tRNA ligase,8478
NP_001075936.1,27374662,27375211,-1,23,Bos_taurus,SAPCD1,suppressor APC domain-containing protein 1,549
NP_001192428.1,27376010,27389175,-1,23,Bos_taurus,MSH5,mutS protein homolog 5,13165
NP_001015608.1,27393514,27398704,1,23,Bos_taurus,CLIC1,chloride intracellular channel protein 1,5190
NP_001029876.1,27400387,27402628,1,23,Bos_taurus,DDAH2,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",2241
NP_001071549.1,27404677,27406348,-1,23,Bos_taurus,C23H6orf25,protein G6b precursor,1671
NP_001071324.1,27407664,27409835,1,23,Bos_taurus,LY6G6C,lymphocyte antigen 6 complex locus protein G6c precursor,2171
XP_003587745.1,27411104,27412890,-1,23,Bos_taurus,LY6G6D,lymphocyte antigen 6 complex locus protein G6d,1786
NP_001074989.1,27414664,27415981,1,23,Bos_taurus,LY6G6E,"lymphocyte antigen 6 complex, locus G6E precursor",1317
NP_001069662.1,27417917,27420583,-1,23,Bos_taurus,LY6G6F,lymphocyte antigen 6 complex locus protein G6f precursor,2666
NP_001069073.1,27423467,27435476,1,23,Bos_taurus,ABHD16A,abhydrolase domain-containing protein 16A,12009
XP_010816698.1,27440559,27442830,1,23,Bos_taurus,LY6G5C,lymphocyte antigen 6 complex locus protein G5c,2271
NP_001179131.1,27445629,27446642,-1,23,Bos_taurus,LY6G5B,lymphocyte antigen 6 complex locus protein G5b precursor,1013
NP_001039919.1,27447650,27450752,-1,23,Bos_taurus,CSNK2B,casein kinase II subunit beta,3102
NP_001069936.1,27453294,27454932,1,23,Bos_taurus,GPANK1,G patch domain and ankyrin repeat-containing protein 1,1638
NP_001094737.1,27457507,27458401,1,23,Bos_taurus,C23H6orf47,uncharacterized protein C6orf47 homolog,894
NP_001029429.2,27459385,27461297,-1,23,Bos_taurus,APOM,apolipoprotein M precursor,1912
NP_001068834.2,27464366,27474569,1,23,Bos_taurus,BAG6,large proline-rich protein BAG6,10203
NP_001192486.1,27475780,27488714,-1,23,Bos_taurus,PRRC2A,protein PRRC2A,12934
NP_776410.1,27503302,27505358,-1,23,Bos_taurus,AIF1,allograft inflammatory factor 1,2056
NP_001035614.1,27521487,27523736,1,23,Bos_taurus,NCR3,natural cytotoxicity triggering receptor 3 precursor,2249
NP_776391.2,27534701,27536481,-1,23,Bos_taurus,TNF,tumor necrosis factor,1780
NP_001013419.1,27538543,27539457,-1,23,Bos_taurus,LTA,lymphotoxin-alpha precursor,914
NP_001015597.1,27550805,27560565,-1,23,Bos_taurus,NFKBIL1,NF-kappa-B inhibitor-like protein 1,9760
NP_001069132.1,27561650,27562821,1,23,Bos_taurus,ATP6V1G2,V-type proton ATPase subunit G 2,1171
NP_001028801.1,27567309,27576518,1,23,Bos_taurus,DDX39B,spliceosome RNA helicase DDX39B,9209
XP_002697394.1,27576912,27578064,-1,23,Bos_taurus,MCCD1,mitochondrial coiled-coil domain protein 1,1152
XP_010816685.2,27600072,27602201,1,23,Bos_taurus,MGC126945,LOW QUALITY PROTEIN: uncharacterized protein LOC767904,2129
