acc,species,chromosome,symbol,start,end,length,strand
NP_062302.1,Mus_musculus,13,Prss16,22002753,22009697,6944,-1
NP_783590.1,Mus_musculus,13,Hist1h2ah,22035165,22035552,387,-1
NP_783596.1,Mus_musculus,13,Hist1h2bk,22035886,22036267,381,1
NP_783587.1,Mus_musculus,13,Hist1h4i,22041011,22041323,312,-1
NP_835493.1,Mus_musculus,13,Hist1h2ag,22042534,22042927,393,-1
NP_835505.1,Mus_musculus,13,Hist1h2bj,22043229,22043610,381,1
NP_665849.1,Mus_musculus,13,Vmn1r188,22087877,22088804,927,1
NP_665843.1,Mus_musculus,13,Vmn1r189,22101726,22102665,939,-1
NP_665848.1,Mus_musculus,13,Vmn1r191,22178685,22179582,897,-1
NP_665844.1,Mus_musculus,13,Vmn1r192,22187145,22188048,903,-1
NP_598986.1,Mus_musculus,13,Vmn1r193,22218860,22219820,960,-1
NP_001074441.1,Mus_musculus,13,Vmn1r194,22244214,22245105,891,1
NP_598984.2,Mus_musculus,13,Vmn1r195,22278361,22279312,951,1
NP_001161013.1,Mus_musculus,13,Vmn1r196,22293192,22294098,906,1
NP_599005.1,Mus_musculus,13,Vmn1r197,22327910,22328807,897,1
NP_598981.1,Mus_musculus,13,Vmn1r198,22354345,22355248,903,1
NP_598974.1,Mus_musculus,13,Vmn1r199,22382537,22383641,1104,1
NP_598973.1,Mus_musculus,13,Vmn1r200,22395028,22395967,939,1
NP_598972.2,Mus_musculus,13,Vmn1r-ps103,22441271,22442243,972,1
NP_598982.1,Mus_musculus,13,Vmn1r201,22474617,22475520,903,1
NP_598985.1,Mus_musculus,13,Vmn1r202,22501336,22502245,909,-1
NP_598997.1,Mus_musculus,13,Vmn1r203,22524050,22524986,936,1
NP_001039009.1,Mus_musculus,13,Vmn1r204,22556200,22557109,909,1
NP_598978.1,Mus_musculus,13,Vmn1r205,22591979,22592930,951,-1
NP_598977.1,Mus_musculus,13,Vmn1r206,22620096,22621035,939,-1
NP_001160181.1,Mus_musculus,13,Vmn1r207-ps,22725683,22726622,939,-1
NP_598979.1,Mus_musculus,13,Vmn1r208,22772398,22773325,927,-1
NP_001013809.1,Mus_musculus,13,Vmn1r209,22805579,22806518,939,-1
NP_598996.1,Mus_musculus,13,Vmn1r210,22827193,22828114,921,-1
NP_599004.1,Mus_musculus,13,Vmn1r211,22851598,22852495,897,-1
NP_599002.1,Mus_musculus,13,Vmn1r212,22883087,22884161,1074,-1
NP_598976.1,Mus_musculus,13,Vmn1r213,23011248,23012403,1155,1
NP_598975.1,Mus_musculus,13,Vmn1r214,23034337,23035441,1104,1
NP_598980.1,Mus_musculus,13,Vmn1r215,23075791,23076694,903,1
NP_599006.1,Mus_musculus,13,Vmn1r216,23099148,23100045,897,1
NP_599000.1,Mus_musculus,13,Vmn1r217,23113833,23114730,897,-1
NP_598983.1,Mus_musculus,13,Vmn1r218,23136484,23137381,897,1
NP_598999.1,Mus_musculus,13,Vmn1r219,23162642,23163581,939,1
NP_598998.1,Mus_musculus,13,Vmn1r220,23183627,23184524,897,-1
NP_001161014.1,Mus_musculus,13,Vmn1r221,23217372,23218311,939,1
NP_599001.1,Mus_musculus,13,Vmn1r222,23232114,23233041,927,-1
NP_001076780.1,Mus_musculus,13,Vmn1r223,23249237,23250323,1086,1
NP_001104577.1,Mus_musculus,13,Zfp322a,23356337,23357570,1233,-1
NP_766174.1,Mus_musculus,13,Zfp322a,23356337,23357570,1233,-1
NP_001273084.1,Mus_musculus,13,Zfp322a,23356337,23357570,1233,-1
NP_001273085.1,Mus_musculus,13,Zfp322a,23356337,23357570,1233,-1
NP_038952.1,Mus_musculus,13,Abt1,23421972,23423832,1860,-1
NP_038511.1,Mus_musculus,13,Btn1a1,23458702,23465180,6478,-1
NP_001276543.1,Mus_musculus,13,Btn2a2,23478233,23487917,9684,-1
NP_787952.2,Mus_musculus,13,Btn2a2,23478233,23487917,9684,-1
NP_001276544.1,Mus_musculus,13,Btn2a2,23478233,23487917,9684,-1
NP_694813.1,Mus_musculus,13,Hist1h4h,23531114,23531426,312,1
NP_783592.1,Mus_musculus,13,Hist1h2af,23533910,23534303,393,1
NP_659539.1,Mus_musculus,13,Hist1h3g,23535445,23535856,411,1
NP_835504.1,Mus_musculus,13,Hist1h2bh,23542971,23543352,381,-1
NP_038576.1,Mus_musculus,13,Hist1h3f,23544484,23544895,411,1
NP_783586.1,Mus_musculus,13,Hist1h4f,23551331,23551643,312,-1
NP_663759.3,Mus_musculus,13,Hist1h1d,23555089,23555755,666,1
NP_835512.1,Mus_musculus,13,Hist1h3e,23561954,23562365,411,-1
NP_835494.1,Mus_musculus,13,Hist1h2ae,23570715,23571108,393,-1
NP_835503.1,Mus_musculus,13,Hist1h2bg,23571432,23571813,381,1
NP_835502.1,Mus_musculus,13,Hist1h2bf,23573809,23574190,381,-1
NP_835495.1,Mus_musculus,13,Hist1h2ad,23574470,23574863,393,1
NP_835511.1,Mus_musculus,13,Hist1h3d,23575801,23576212,411,1
NP_783585.1,Mus_musculus,13,Hist1h4d,23581601,23581913,312,1
NP_001171124.1,Mus_musculus,13,Hist1h2be,23585575,23585956,381,-1
NP_835501.1,Mus_musculus,13,Hist1h2be,23585575,23585956,381,-1
NP_001277459.1,Mus_musculus,13,Hist1h2be,23585575,23585956,381,-1
NP_056602.1,Mus_musculus,13,Hist1h1e,23621837,23622497,660,-1
NP_835496.1,Mus_musculus,13,Hist1h2ac,23683524,23683917,393,-1
NP_001277309.1,Mus_musculus,13,Hist1h2bc,23684231,23684612,381,1
NP_075911.2,Mus_musculus,13,Hist1h2bc,23684231,23684612,381,1
NP_034507.2,Mus_musculus,13,Hist1h1t,23695865,23696495,630,1
NP_835515.1,Mus_musculus,13,Hist1h4c,23698137,23698449,312,-1
NP_034554.2,Mus_musculus,13,Hfe,23704385,23710714,6329,-1
NP_056601.1,Mus_musculus,13,Hist1h1c,23738848,23739487,639,1
NP_783584.1,Mus_musculus,13,Hist1h3c,23745086,23745497,411,-1
NP_783595.1,Mus_musculus,13,Hist1h2bb,23746794,23747175,381,1
NP_783591.2,Mus_musculus,13,Hist1h2ab,23751132,23751525,393,1
NP_835510.1,Mus_musculus,13,Hist1h3b,23752379,23752790,411,1
NP_835500.1,Mus_musculus,13,Hist1h4b,23757020,23757332,312,1
NP_835499.1,Mus_musculus,13,Hist1h4a,23760845,23761157,312,-1
NP_038578.2,Mus_musculus,13,Hist1h3a,23761942,23762353,411,-1
NP_085112.1,Mus_musculus,13,Hist1h1a,23763716,23764358,642,1
NP_001025106.1,Mus_musculus,13,Trim38,23782571,23791495,8924,1
NP_659085.1,Mus_musculus,13,Slc17a2,23810799,23822302,11503,1
NP_598830.2,Mus_musculus,13,Slc17a3,23842449,23858113,15664,1
NP_001158215.1,Mus_musculus,13,Slc17a3,23845353,23858113,12760,1
NP_001164109.1,Mus_musculus,13,Slc17a1,23872599,23892669,20070,1
NP_033224.3,Mus_musculus,13,Slc17a1,23872599,23892669,20070,1
NP_795990.2,Mus_musculus,13,Slc17a4,23898774,23908847,10073,-1
NP_783594.1,Mus_musculus,13,Hist1h2ba,23933772,23934156,384,-1
NP_783589.1,Mus_musculus,13,Hist1h2aa,23934461,23934851,390,1
NP_663374.1,Mus_musculus,13,Scgn,23953855,23991033,37178,-1
NP_081101.3,Mus_musculus,13,Lrrc16a,24013326,24280600,267274,-1
NP_001298051.1,Mus_musculus,13,Lrrc16a,24020051,24280600,260549,-1
NP_031743.3,Mus_musculus,13,Cmah,24416999,24468622,51623,1
NP_001104580.1,Mus_musculus,13,Cmah,24416999,24468622,51623,1
NP_001271448.1,Mus_musculus,13,Cmah,24416999,24468622,51623,1
NP_001271449.1,Mus_musculus,13,Cmah,24416999,24468622,51623,1
NP_848773.3,Mus_musculus,13,Fam65b,24614689,24704841,90152,1
NP_083955.1,Mus_musculus,13,Fam65b,24638887,24731685,92798,1
NP_001073850.1,Mus_musculus,13,Fam65b,24638887,24704841,65954,1
NP_001273029.1,Mus_musculus,13,Fam65b,24669985,24731685,61700,1
NP_001273030.1,Mus_musculus,13,Fam65b,24669985,24704841,34856,1
XP_011242665.1,Mus_musculus,13,1700016G14Rik,24741274,24746489,5215,1
NP_065592.1,Mus_musculus,13,Gmnn,24752068,24760210,8142,-1
NP_077793.1,Mus_musculus,13,BC005537,24803380,24812762,9382,1
NP_080066.1,Mus_musculus,13,Acot13,24818034,24831306,13272,-1
NP_062424.1,Mus_musculus,13,Tdp2,24831731,24841362,9631,1
NP_001074520.1,Mus_musculus,13,D130043K22Rik,24854500,24899799,45299,1
NP_766120.1,Mus_musculus,13,Aldh5a1,24911560,24937568,26008,-1
NP_032182.2,Mus_musculus,13,Gpld1,24943616,24990122,46506,1
NP_001013407.2,Mus_musculus,13,Mrs2,24993077,25020244,27167,-1
NP_808245.2,Mus_musculus,13,Dcdc2a,25056270,25205518,149248,1
NP_001182546.1,Mus_musculus,13,Dcdc2a,25056270,25120552,64282,1
NP_033539.1,Mus_musculus,13,Nrsn1,25253352,25262391,9039,-1
NP_032258.2,Mus_musculus,13,Hdgfl1,26769236,26770088,852,-1
NP_035294.2,Mus_musculus,13,Prl,27057623,27065050,7427,1
NP_001157002.1,Mus_musculus,13,Prl,27057623,27065050,7427,1
NP_001192251.1,Mus_musculus,13,Prl3d1,27094252,27100121,5869,1
NP_032890.2,Mus_musculus,13,Prl3d1,27094252,27100121,5869,1
NP_742167.1,Mus_musculus,13,Prl3d2,27121741,27127418,5677,1
NP_742168.1,Mus_musculus,13,Prl3d3,27156836,27162456,5620,1
NP_038794.1,Mus_musculus,13,Prl3c1,27196705,27203612,6907,1
NP_001156690.1,Mus_musculus,13,Prl3c1,27199352,27203612,4260,1
NP_032891.1,Mus_musculus,13,Prl3b1,27242488,27249532,7044,1
NP_080172.1,Mus_musculus,13,Prl3a1,27259644,27276218,16574,1
NP_035296.1,Mus_musculus,13,Prl6a1,27312664,27319115,6451,1
NP_034218.1,Mus_musculus,13,Prl8a2,27345736,27354064,8328,1
NP_001276848.1,Mus_musculus,13,Prl8a2,27345736,27354064,8328,1
NP_079808.1,Mus_musculus,13,Prl2b1,27383451,27390776,7325,-1
NP_035297.1,Mus_musculus,13,Prl8a6,27432982,27438588,5606,-1
NP_001258308.1,Mus_musculus,13,Prl8a6,27432982,27438588,5606,-1
NP_001258307.1,Mus_musculus,13,Prl8a6,27432982,27438588,5606,-1
NP_076230.1,Mus_musculus,13,Prl8a8,27507181,27513154,5973,-1
NP_001298054.1,Mus_musculus,13,Prl8a8,27507181,27513154,5973,-1
NP_001303650.1,Mus_musculus,13,Prl8a9,27558150,27564546,6396,-1
NP_075821.1,Mus_musculus,13,Prl8a9,27558150,27564546,6396,-1
NP_082753.1,Mus_musculus,13,Prl8a1,27574001,27582110,8109,-1
NP_083631.1,Mus_musculus,13,Prl7b1,27601927,27610522,8595,-1
NP_032956.1,Mus_musculus,13,Prl7a1,27633478,27642450,8972,-1
NP_001157530.1,Mus_musculus,13,Prl7a1,27633478,27642450,8972,-1
NP_035298.1,Mus_musculus,13,Prl7a2,27659056,27667994,8938,-1
NP_035250.1,Mus_musculus,13,Prl7d1,27709191,27716669,7478,-1
NP_080482.1,Mus_musculus,13,Prl7c1,27773699,27780749,7050,-1
NP_064375.1,Mus_musculus,13,Prl2a1,27801702,27808581,6879,1
NP_001038997.1,Mus_musculus,13,Prl2c1,27849401,27857683,8282,1
NP_035295.1,Mus_musculus,13,Prl4a1,28016272,28023428,7156,1
NP_076235.1,Mus_musculus,13,Prl5a1,28142542,28151302,8760,1
NP_033264.2,Mus_musculus,13,Sox4,28951698,28953021,1323,-1
NP_653119.1,Mus_musculus,13,Cdkal1,29326036,29850108,524072,-1
NP_001295415.1,Mus_musculus,13,Cdkal1,29804311,29850108,45797,-1
NP_034223.1,Mus_musculus,13,E2f3,29909902,29985668,75766,-1
NP_001276849.1,Mus_musculus,13,E2f3,29909902,29984145,74243,-1
NP_705774.1,Mus_musculus,13,Mboat1,30136666,30245469,108803,1
NP_796296.1,Mus_musculus,13,Agtr1a,30380953,30382033,1080,1
NP_079986.1,Mus_musculus,13,Uqcrfs1,30540730,30545247,4517,-1
NP_598829.1,Mus_musculus,13,Dusp22,30660125,30710752,50627,1
NP_001033044.1,Mus_musculus,13,Dusp22,30660125,30708859,48734,1
NP_038702.1,Mus_musculus,13,Irf4,30750579,30763667,13088,1
NP_079864.1,Mus_musculus,13,Exoc2,30815297,30940727,125430,-1
NP_694712.1,Mus_musculus,13,Hus1b,30946843,30947674,831,-1
NP_032265.3,Mus_musculus,13,Foxq1,31558916,31560119,1203,1
NP_034355.2,Mus_musculus,13,Foxf2,31626079,31630645,4566,1
NP_032618.2,Mus_musculus,13,Foxc1,31807207,31808869,1662,1
NP_666153.1,Mus_musculus,13,Gmds,31819915,32338483,518568,-1
NP_001159502.1,Mus_musculus,13,Mylk4,32708904,32781716,72812,-1
NP_084491.3,Mus_musculus,13,Wrnip1,32802237,32822159,19922,1
NP_079705.2,Mus_musculus,13,Serpinb1a,32842817,32850406,7589,-1
NP_766639.2,Mus_musculus,13,Serpinb1c,32881832,32897098,15266,-1
NP_035584.1,Mus_musculus,13,Serpinb6b,32968509,32978353,9844,1
NP_033282.1,Mus_musculus,13,Serpinb9,33006542,33015848,9306,1
NP_035582.1,Mus_musculus,13,Serpinb9b,33029461,33039960,10499,1
NP_766640.1,Mus_musculus,13,Serpinb1b,33085285,33093934,8649,1
NP_001157996.1,Mus_musculus,13,Serpinb9c,33149977,33159707,9730,-1
NP_035583.1,Mus_musculus,13,Serpinb9c,33149977,33157824,7847,-1
NP_035590.1,Mus_musculus,13,Serpinb9d,33194572,33203084,8512,1
NP_035586.1,Mus_musculus,13,Serpinb9e,33251585,33260132,8547,1
NP_899020.1,Mus_musculus,13,Serpinb9f,33325826,33334652,8826,1
XP_619089.4,Mus_musculus,13,Gm11397,33395770,33404567,8797,1
NP_035585.2,Mus_musculus,13,Serpinb9g,33486530,33495282,8752,1
NP_001070258.1,Mus_musculus,13,Serpinb6d,33664054,33671472,7418,1
NP_001287821.1,Mus_musculus,13,Serpinb6d,33664054,33671472,7418,1
NP_001039000.2,Mus_musculus,13,Serpinb6e,33832458,33841306,8848,-1
NP_683744.2,Mus_musculus,13,Serpinb6c,33879930,33899429,19499,-1
NP_001157589.1,Mus_musculus,13,Serpinb6a,33918040,33935679,17639,-1
NP_001157590.1,Mus_musculus,13,Serpinb6a,33918040,33931636,13596,-1
NP_001230121.1,Mus_musculus,13,Serpinb6a,33918040,33931636,13596,-1
NP_033280.1,Mus_musculus,13,Serpinb6a,33918040,33931636,13596,-1
NP_001156713.1,Mus_musculus,13,Nqo2,33968270,33985492,17222,1
NP_001156714.1,Mus_musculus,13,Nqo2,33968270,33985492,17222,1
NP_064678.1,Mus_musculus,13,Nqo2,33968270,33985492,17222,1
NP_001156711.1,Mus_musculus,13,Nqo2,33972436,33985492,13056,1
NP_033094.3,Mus_musculus,13,Ripk1,34009656,34032782,23126,1
NP_080788.1,Mus_musculus,13,Bphl,34037662,34073763,36101,1
NP_033476.1,Mus_musculus,13,Tubb2a,34074467,34077929,3462,-1
NP_076205.1,Mus_musculus,13,Tubb2b,34127470,34130233,2763,-1
NP_001094900.1,Mus_musculus,13,Psmg4,34163075,34178102,15027,1
NP_001103985.1,Mus_musculus,13,Psmg4,34163075,34178055,14980,1
NP_001028339.1,Mus_musculus,13,Slc22a23,34182953,34344797,161844,-1
NP_080107.3,Mus_musculus,13,Pxdc1,34628770,34652435,23665,-1
NP_620085.2,Mus_musculus,13,Fam50b,34746542,34747547,1005,1
NP_038858.2,Mus_musculus,13,Prpf4b,34875653,34901596,25943,1
NP_082243.1,Mus_musculus,13,Fam217a,34910241,34915716,5475,-1
NP_080026.2,Mus_musculus,13,4933417A18Rik,34924536,34952964,28428,1
NP_081223.1,Mus_musculus,13,Eci3,34946928,34960478,13550,-1
NP_001103801.1,Mus_musculus,13,Eci2,34977910,34994057,16147,-1
NP_035998.2,Mus_musculus,13,Eci2,34977910,34993175,15265,-1
NP_034011.1,Mus_musculus,13,Cdyl,35669945,35872670,202725,1
NP_001116858.1,Mus_musculus,13,Cdyl,35741864,35872670,130806,1
NP_666050.3,Mus_musculus,13,Rpp40,35896726,35906326,9600,-1
NP_083904.1,Mus_musculus,13,Ppp1r3g,35968598,35969642,1044,1
NP_958746.1,Mus_musculus,13,Lyrm4,35979838,36117160,137322,-1
NP_077236.1,Mus_musculus,13,Fars2,36204529,36537439,332910,1
NP_001034278.1,Mus_musculus,13,Fars2,36232205,36537439,305234,1
NP_705757.1,Mus_musculus,13,Nrn1,36726627,36734290,7663,-1
NP_001159863.1,Mus_musculus,13,F13a1,36868764,37047486,178722,-1
NP_083060.2,Mus_musculus,13,F13a1,36868764,37047486,178722,-1
NP_034875.1,Mus_musculus,13,Ly86,37345438,37418622,73184,1
NP_001171340.1,Mus_musculus,13,Rreb1,37893813,37949115,55302,1
NP_001171339.1,Mus_musculus,13,Rreb1,37893813,37932542,38729,1
NP_001034277.1,Mus_musculus,13,Rreb1,37893813,37932542,38729,1
NP_081106.1,Mus_musculus,13,Rreb1,37893813,37932542,38729,1
NP_080241.3,Mus_musculus,13,Ssr1,37979738,37994083,14345,-1
NP_082000.2,Mus_musculus,13,Cage1,38006088,38032472,26384,-1
NP_077204.2,Mus_musculus,13,Riok1,38037460,38060865,23405,1
NP_076331.2,Mus_musculus,13,Dsp,38151588,38197932,46344,1
NP_080658.2,Mus_musculus,13,Snrnp48,38204972,38226922,21950,1
NP_031582.1,Mus_musculus,13,Bmp6,38345932,38499068,153136,1
NP_663342.3,Mus_musculus,13,Txndc5,38501585,38528408,26823,-1
NP_001276528.1,Mus_musculus,13,Txndc5,38501585,38527676,26091,-1
NP_001276527.1,Mus_musculus,13,Txndc5,38501585,38523417,21832,-1
NP_620702.1,Mus_musculus,13,Bloc1s5,38603848,38635041,31193,-1
NP_079656.1,Mus_musculus,13,Eef1e1,38646169,38658993,12824,-1
NP_001163902.1,Mus_musculus,13,Slc35b3,38932765,38960657,27892,-1
NP_598821.1,Mus_musculus,13,Slc35b3,38932765,38955849,23084,-1
NP_001163901.1,Mus_musculus,13,Slc35b3,38932765,38955849,23084,-1
NP_742155.2,Mus_musculus,13,Ofcc1,40001888,40287983,286095,-1
NP_035677.2,Mus_musculus,13,Tfap2a,40717114,40733714,16600,-1
NP_001288603.1,Mus_musculus,13,Tfap2a,40717114,40733714,16600,-1
NP_001116420.1,Mus_musculus,13,Tfap2a,40717114,40730065,12951,-1
XP_017171142.1,Mus_musculus,13,Gm35160,40846732,40852426,5694,1
NP_076376.3,Mus_musculus,13,Gcnt2,40860354,40958342,97988,1
NP_032131.2,Mus_musculus,13,Gcnt2,40887366,40958342,70976,1
NP_573482.1,Mus_musculus,13,Gcnt2,40917882,40958342,40460,1
NP_080826.2,Mus_musculus,13,Pak1ip1,41001329,41012749,11420,1
NP_079663.1,Mus_musculus,13,Tmem14c,41017150,41022160,5010,1
NP_001139274.1,Mus_musculus,13,Mak,41026407,41070237,43830,-1
NP_032573.2,Mus_musculus,13,Mak,41026407,41070237,43830,-1
NP_001139275.1,Mus_musculus,13,Mak,41026407,41070237,43830,-1
NP_032130.2,Mus_musculus,13,Gcm2,41102756,41109954,7198,-1
NP_001311454.1,Mus_musculus,13,Sycp2l,41114418,41174351,59933,1
NP_062296.1,Mus_musculus,13,Elovl2,41185293,41220357,35064,-1
NP_001298050.1,Mus_musculus,13,Elovl2,41185293,41197150,11857,-1
NP_001129049.1,Mus_musculus,13,Smim13,41250238,41272756,22518,1
NP_001104794.1,Mus_musculus,13,Nedd9,41311660,41425872,114212,-1
NP_059492.3,Mus_musculus,13,Nedd9,41311660,41358864,47204,-1
NP_001157044.1,Mus_musculus,13,Tmem170b,41606215,41634586,28371,1
NP_808476.2,Mus_musculus,13,Gm5082,41656011,41656428,417,1
NP_001139350.1,Mus_musculus,13,Gm5082,41656011,41656428,417,1
NP_780626.1,Mus_musculus,13,Adtrp,41764757,41847447,82690,-1
NP_001139347.1,Mus_musculus,13,Adtrp,41764757,41828295,63538,-1
NP_031798.2,Mus_musculus,13,Hivep1,42055502,42184513,129011,1
NP_034234.1,Mus_musculus,13,Edn1,42301894,42306879,4985,1
NP_001289564.1,Mus_musculus,13,Phactr1,42682697,43135189,452492,1
NP_001005740.1,Mus_musculus,13,Phactr1,42709621,43135189,425568,1
NP_001289565.1,Mus_musculus,13,Phactr1,42956642,43135189,178547,1
NP_001005748.1,Mus_musculus,13,Phactr1,43122915,43135189,12274,1
NP_001239569.1,Mus_musculus,13,Tbc1d7,43151893,43169913,18020,-1
NP_080211.1,Mus_musculus,13,Tbc1d7,43151893,43169913,18020,-1
NP_001239568.1,Mus_musculus,13,Tbc1d7,43151893,43169913,18020,-1
NP_001028571.1,Mus_musculus,13,Gfod1,43200324,43303497,103173,-1
NP_849179.1,Mus_musculus,13,Sirt5,43370753,43394812,24059,1
NP_076043.2,Mus_musculus,13,Nol7,43398404,43401841,3437,1
NP_064314.2,Mus_musculus,13,Ranbp9,43403558,43480928,77370,-1
NP_001074528.1,Mus_musculus,13,Mcur1,43541673,43560126,18453,-1
NP_899027.1,Mus_musculus,13,Rnf182,43667974,43668718,744,1
NP_033986.1,Mus_musculus,13,Cd83,43785213,43801685,16472,1
NP_001276844.1,Mus_musculus,13,Cd83,43785213,43799688,14475,1
NP_068678.1,Mus_musculus,13,Jarid2,44731871,44919952,188081,1
NP_001191972.1,Mus_musculus,13,Jarid2,44731871,44919952,188081,1
NP_001191973.1,Mus_musculus,13,Jarid2,44731871,44919952,188081,1
NP_080048.2,Mus_musculus,13,Dtnbp1,44922206,45001972,79766,-1
NP_722484.2,Mus_musculus,13,Mylip,45389956,45410510,20554,1
NP_079784.1,Mus_musculus,13,Gmpr,45507656,45546053,38397,1
NP_001186233.1,Mus_musculus,13,Atxn1,45557054,45568417,11363,-1
NP_033150.2,Mus_musculus,13,Atxn1,45557054,45568417,11363,-1
NP_001186234.1,Mus_musculus,13,Atxn1,45557054,45568417,11363,-1
NP_001005422.1,Mus_musculus,13,Stmnd1,46273817,46299689,25872,1
NP_001074894.1,Mus_musculus,13,Rbm24,46419030,46429317,10287,1
NP_080332.1,Mus_musculus,13,Cap2,46525415,46648364,122949,1
NP_001028364.1,Mus_musculus,13,Fam8a1,46669585,46675656,6071,1
NP_786925.2,Mus_musculus,13,Nup153,46681157,46727473,46316,-1
NP_034747.2,Mus_musculus,13,Kif13a,46750605,46929621,179016,-1
NP_780549.1,Mus_musculus,13,Nhlrc1,47013573,47014779,1206,-1
NP_058065.2,Mus_musculus,13,Tpmt,47025364,47041523,16159,-1
NP_758466.1,Mus_musculus,13,Kdm1b,47047915,47082958,35043,1
NP_080176.2,Mus_musculus,13,Dek,47086067,47105728,19661,-1
NP_666154.3,Mus_musculus,13,Rnf144b,47207385,47244501,37116,1
NP_001164114.1,Mus_musculus,13,Rnf144b,47207385,47244501,37116,1
NP_112443.1,Mus_musculus,13,Id4,48261497,48262329,832,1
NP_001158048.1,Mus_musculus,13,Zfp169,48489201,48506939,17738,-1
NP_080726.3,Mus_musculus,13,Zfp169,48489453,48506939,17486,-1
NP_001158047.1,Mus_musculus,13,Zfp169,48489453,48506939,17486,-1
XP_001473814.1,Mus_musculus,13,A830005F24Rik,48514223,48514727,504,1
NP_997115.1,Mus_musculus,13,Ptpdc1,48579735,48606354,26619,-1
NP_001288710.1,Mus_musculus,13,Ptpdc1,48579735,48606354,26619,-1
NP_031552.2,Mus_musculus,13,Barx1,48663116,48665992,2876,1
NP_035208.2,Mus_musculus,13,Phf2,48803598,48870765,67167,-1
NP_001028440.2,Mus_musculus,13,Fam120a,48880795,48967828,87033,-1
NP_083637.2,Mus_musculus,13,Wnk2,49036479,49147232,110753,-1
NP_001277242.1,Mus_musculus,13,Wnk2,49036479,49147232,110753,-1
NP_001277240.1,Mus_musculus,13,Wnk2,49038873,49147232,108359,-1
NP_038638.1,Mus_musculus,13,Ninj1,49187562,49195048,7486,1
NP_081014.1,Mus_musculus,13,Card19,49203119,49215943,12824,-1
NP_082616.1,Mus_musculus,13,Susd3,49231135,49248470,17335,-1
NP_079767.2,Mus_musculus,13,Susd3,49231135,49248132,16997,-1
NP_056574.2,Mus_musculus,13,Fgd3,49263783,49296771,32988,-1
NP_084067.1,Mus_musculus,13,Bicd2,49341670,49384976,43306,1
NP_001034268.1,Mus_musculus,13,Bicd2,49341670,49383352,41682,1
NP_001034269.1,Mus_musculus,13,Bicd2,49341892,49384976,43084,1
NP_951011.1,Mus_musculus,13,Ippk,49421385,49461759,40374,1
NP_001263328.1,Mus_musculus,13,Ippk,49421710,49461759,40049,1
NP_079771.1,Mus_musculus,13,Cenpp,49464209,49652689,188480,-1
NP_001012324.1,Mus_musculus,13,Ecm2,49514822,49531431,16609,1
NP_079987.2,Mus_musculus,13,Aspn,49551663,49566631,14968,1
NP_001165952.1,Mus_musculus,13,Aspn,49551663,49566631,14968,1
NP_036180.1,Mus_musculus,13,Omd,49589475,49592387,2912,1
NP_032786.1,Mus_musculus,13,Ogn,49609183,49622983,13800,1
NP_001258326.1,Mus_musculus,13,Nol8,49653645,49678436,24791,1
NP_742012.2,Mus_musculus,13,Iars,49687392,49733741,46349,1
XP_011242736.2,Mus_musculus,13,Gm19334,49750605,49752536,1931,1
XP_006517059.1,Mus_musculus,13,Gm30302,49784899,49790200,5301,-1
XP_006517055.1,Mus_musculus,13,LOC102631805,49820662,49828950,8288,1
XP_006517056.1,Mus_musculus,13,LOC102631805,49820662,49828950,8288,1
XP_006517058.1,Mus_musculus,13,LOC102631805,49820662,49828950,8288,1
XP_011242732.1,Mus_musculus,13,LOC102631805,49820662,49828950,8288,1
XP_006517054.1,Mus_musculus,13,Gm8672,49858763,49864130,5367,-1
XP_017171148.1,Mus_musculus,13,Gm8674,49899188,49902212,3024,-1
XP_017171143.1,Mus_musculus,13,Gm19470,50162321,50163398,1077,-1
NP_001028610.1,Mus_musculus,13,Gm906,50245234,50250264,5030,-1
XP_006517068.1,Mus_musculus,13,Gm19536,50399484,50400423,939,-1
NP_780610.2,Mus_musculus,13,Fbxw17,50417897,50433406,15509,1
NP_001028572.1,Mus_musculus,13,Nutm2,50467400,50475103,7703,1
NP_001028942.1,Mus_musculus,13,Gm904,50643271,50645542,2271,1
NP_001231578.1,Mus_musculus,13,Gm8765,50698355,50703381,5026,1
XP_017171159.1,Mus_musculus,13,Gm8777,50885886,50891283,5397,1
NP_666155.1,Mus_musculus,13,Spin1,51123236,51149161,25925,1
NP_001269958.1,Mus_musculus,13,Spin1,51123236,51149161,25925,1
NP_001269957.1,Mus_musculus,13,Spin1,51123236,51149161,25925,1
NP_001269959.1,Mus_musculus,13,Spin1,51127947,51149161,21214,1
NP_035592.1,Mus_musculus,13,Spin1,51132826,51149161,16335,1
NP_083449.1,Mus_musculus,13,Nxnl2,51171322,51174793,3471,1
NP_034231.1,Mus_musculus,13,S1pr3,51418784,51419921,1137,1
NP_033193.2,Mus_musculus,13,Shc3,51431152,51567084,135932,-1
NP_079691.1,Mus_musculus,13,Cks2,51645412,51650389,4977,1
NP_083555.1,Mus_musculus,13,Secisbp2,51651784,51683381,31597,1
NP_001295377.1,Mus_musculus,13,Secisbp2,51654392,51683381,28989,1
NP_038688.2,Mus_musculus,13,Sema4d,51702608,51725329,22721,-1
NP_001268809.1,Mus_musculus,13,Sema4d,51702608,51725329,22721,-1
NP_035947.2,Mus_musculus,13,Gadd45g,51846779,51847979,1200,1
NP_001019645.1,Mus_musculus,13,Diras2,52507669,52508269,600,-1
NP_001185906.1,Mus_musculus,13,Syk,52610838,52645795,34957,1
