acc,species,chromosome,start,end,strand
ENSG00000213921,Homo_sapiens,19,39778883,39786167,1
ENSG00000105146,Homo_sapiens,19,57230802,57235547,1
ENSG00000250799,Homo_sapiens,19,35799990,35813299,-1
ENSG00000116017,Homo_sapiens,19,932509,972055,1
ENSG00000204595,Homo_sapiens,19,53632056,53637009,1
ENSG00000267881,Homo_sapiens,19,41708657,41756737,1
ENSG00000176396,Homo_sapiens,19,39538705,39540333,-1
ENSG00000198258,Homo_sapiens,19,9827915,9830113,1
ENSG00000197608,Homo_sapiens,19,52064466,52084888,-1
ENSG00000283088,Homo_sapiens,19,52880663,52962768,-1
ENSG00000167657,Homo_sapiens,19,3958454,3969828,-1
ENSG00000160951,Homo_sapiens,19,14472466,14475362,-1
ENSG00000171773,Homo_sapiens,19,17455425,17460954,-1
ENSG00000065717,Homo_sapiens,19,2997639,3045788,-1
ENSG00000104973,Homo_sapiens,19,49818279,49836980,1
ENSG00000142552,Homo_sapiens,19,49542602,49543633,1
ENSG00000278318,Homo_sapiens,19,44426708,44448477,-1
ENSG00000205718,Homo_sapiens,19,7037748,7040179,-1
ENSG00000177202,Homo_sapiens,19,48606743,48607714,1
ENSG00000198482,Homo_sapiens,19,52527653,52556336,1
ENSG00000105141,Homo_sapiens,19,15049384,15058293,1
ENSG00000105771,Homo_sapiens,19,43747777,43754601,-1
ENSG00000152443,Homo_sapiens,19,57746796,57758159,1
ENSG00000127515,Homo_sapiens,19,14840948,14841877,-1
ENSG00000130283,Homo_sapiens,19,18868545,18896096,-1
ENSG00000105202,Homo_sapiens,19,39839074,39846329,-1
ENSG00000178980,Homo_sapiens,19,47778585,47784684,1
ENSG00000196109,Homo_sapiens,19,22179091,22196951,-1
ENSG00000179913,Homo_sapiens,19,17795157,17812233,1
ENSG00000189190,Homo_sapiens,19,52764195,52786763,-1
ENSG00000006015,Homo_sapiens,19,18589602,18592336,1
ENSG00000167674,Homo_sapiens,19,4472306,4502207,1
ENSG00000118046,Homo_sapiens,19,1205805,1228094,1
ENSG00000186474,Homo_sapiens,19,51029092,51034892,-1
ENSG00000258674,Homo_sapiens,19,19516227,19536076,1
ENSG00000105409,Homo_sapiens,19,41966621,41993467,-1
ENSG00000213973,Homo_sapiens,19,22756205,22769982,-1
ENSG00000105671,Homo_sapiens,19,18919675,18928633,1
ENSG00000141905,Homo_sapiens,19,3366586,3462907,1
ENSG00000105767,Homo_sapiens,19,43622368,43639839,-1
ENSG00000125648,Homo_sapiens,19,6443562,6459735,-1
ENSG00000169021,Homo_sapiens,19,29205321,29213541,-1
ENSG00000104818,Homo_sapiens,19,49031978,49033238,1
ENSG00000142046,Homo_sapiens,19,41382801,41384080,1
ENSG00000079462,Homo_sapiens,19,42297033,42302777,-1
ENSG00000133246,Homo_sapiens,19,8490056,8503112,-1
ENSG00000142303,Homo_sapiens,19,8580242,8608265,-1
ENSG00000266964,Homo_sapiens,19,35138993,35143054,1
ENSG00000121297,Homo_sapiens,19,31274945,31349547,-1
ENSG00000161298,Homo_sapiens,19,36626774,36628842,1
ENSG00000105617,Homo_sapiens,19,54155161,54159882,-1
ENSG00000128000,Homo_sapiens,19,40028260,40056208,-1
ENSG00000176920,Homo_sapiens,19,48696039,48705614,1
ENSG00000095932,Homo_sapiens,19,3474508,3479088,-1
ENSG00000198077,Homo_sapiens,19,40875439,40882752,-1
ENSG00000277531,Homo_sapiens,19,46424697,46428951,-1
ENSG00000137409,Homo_sapiens,6,36969466,36986125,-1
ENSG00000137203,Homo_sapiens,6,10409997,10412879,-1
ENSG00000056972,Homo_sapiens,6,111558942,111601214,-1
ENSG00000214642,Homo_sapiens,6,49968677,49969625,-1
ENSG00000118495,Homo_sapiens,6,143940302,143968838,-1
ENSG00000008196,Homo_sapiens,6,50818723,50847613,1
ENSG00000112541,Homo_sapiens,6,165331050,165662069,-1
ENSG00000112511,Homo_sapiens,6,33410961,33416453,1
ENSG00000031691,Homo_sapiens,6,49463378,49493107,1
ENSG00000204248,Homo_sapiens,6,33162692,33192468,-1
ENSG00000214643,Homo_sapiens,6,49946101,49949444,-1
ENSG00000175003,Homo_sapiens,6,160121936,160158582,1
ENSG00000135569,Homo_sapiens,6,132588673,132589686,-1
ENSG00000204592,Homo_sapiens,6,30489467,30494205,1
ENSG00000137166,Homo_sapiens,6,41546426,41602383,1
ENSG00000152661,Homo_sapiens,6,121435692,121449727,1
ENSG00000124766,Homo_sapiens,6,21592768,21598619,1
ENSG00000273703,Homo_sapiens,6,27815044,27815424,1
ENSG00000112679,Homo_sapiens,6,325167,351353,1
ENSG00000153303,Homo_sapiens,6,168066755,168081557,-1
ENSG00000204525,Homo_sapiens,6,31269339,31272071,-1
ENSG00000111834,Homo_sapiens,6,116616479,116632985,1
ENSG00000146278,Homo_sapiens,6,89081836,89084197,1
ENSG00000262543,Homo_sapiens,6,138377905,138383075,1
ENSG00000071242,Homo_sapiens,6,166412748,166542450,-1
ENSG00000168438,Homo_sapiens,6,110180421,110232215,1
ENSG00000132429,Homo_sapiens,6,105158581,105160121,-1
ENSG00000236104,Homo_sapiens,6,33314406,33317942,-1
ENSG00000204655,Homo_sapiens,6,29657210,29672372,1
ENSG00000196586,Homo_sapiens,6,75749192,75919537,1
ENSG00000135535,Homo_sapiens,6,109367821,109382410,-1
ENSG00000135299,Homo_sapiens,6,89566976,89631500,1
ENSG00000055208,Homo_sapiens,6,149342657,149411611,1
ENSG00000135336,Homo_sapiens,6,87590067,87667453,1
ENSG00000168131,Homo_sapiens,6,27911185,27912396,-1
ENSG00000188428,Homo_sapiens,6,8015724,8064385,-1
ENSG00000204539,Homo_sapiens,6,31115090,31120446,-1
ENSG00000178425,Homo_sapiens,6,116100851,116145495,1
ENSG00000096063,Homo_sapiens,6,35833034,35921147,-1
ENSG00000183807,Homo_sapiens,6,116752197,116765723,-1
ENSG00000152818,Homo_sapiens,6,144291829,144853034,1
ENSG00000112159,Homo_sapiens,6,89643512,89819723,-1
ENSG00000024862,Homo_sapiens,6,138773509,138793317,1
ENSG00000197283,Homo_sapiens,6,33431911,33452092,1
ENSG00000137161,Homo_sapiens,6,42929192,42938170,1
ENSG00000135324,Homo_sapiens,6,84033756,84090881,1
ENSG00000146166,Homo_sapiens,6,63280021,63319943,-1
ENSG00000049618,Homo_sapiens,6,157148908,157207868,1
ENSG00000112697,Homo_sapiens,6,75254599,75284948,-1
ENSG00000182793,Homo_sapiens,6,52831742,52846095,-1
ENSG00000130340,Homo_sapiens,6,157823264,157945077,1
ENSG00000196812,Homo_sapiens,6,28124560,28130082,1
ENSG00000065308,Homo_sapiens,6,52497402,52576915,-1
ENSG00000204704,Homo_sapiens,6,29044213,29045240,-1
ENSG00000157593,Homo_sapiens,6,44254102,44257352,-1
ENSG00000112378,Homo_sapiens,6,138088505,138107511,-1
ENSG00000145979,Homo_sapiens,6,13304954,13328583,-1
ENSG00000007944,Homo_sapiens,6,16129171,16148248,1
ENSG00000120256,Homo_sapiens,6,149842554,149864026,-1
ENSG00000124783,Homo_sapiens,6,7296883,7313188,-1
ENSG00000164442,Homo_sapiens,6,139373074,139374605,-1
ENSG00000204314,Homo_sapiens,6,32148359,32153083,-1
ENSG00000112303,Homo_sapiens,6,132757457,132763431,-1
ENSG00000198818,Homo_sapiens,6,166319728,166342591,-1
ENSG00000146352,Homo_sapiens,6,122996689,123064467,1
ENSG00000112096,Homo_sapiens,6,159690919,159693244,-1
ENSG00000024048,Homo_sapiens,6,42564062,42693504,1
ENSG00000203722,Homo_sapiens,6,149918707,149923121,-1
ENSG00000198937,Homo_sapiens,6,37482920,37499922,-1
ENSG00000112701,Homo_sapiens,6,75633704,75679867,1
ENSG00000273802,Homo_sapiens,6,26215159,26216692,-1
ENSG00000083097,Homo_sapiens,6,83067666,83168471,1
ENSG00000112167,Homo_sapiens,6,39104064,39115189,-1
ENSG00000223501,Homo_sapiens,6,33250272,33271894,-1
ENSG00000130347,Homo_sapiens,6,106572003,106629021,-1
ENSG00000173626,Homo_sapiens,6,116496483,116545610,-1
ENSG00000285064,Homo_sapiens,6,33323625,33329269,-1
ENSG00000132424,Homo_sapiens,6,99399964,99425331,-1
ENSG00000250641,Homo_sapiens,6,31706904,31717918,1
ENSG00000188996,Homo_sapiens,6,655939,656963,-1
ENSG00000197498,Homo_sapiens,6,110982316,111024327,1
ENSG00000137251,Homo_sapiens,6,54308573,54327006,1
ENSG00000185127,Homo_sapiens,6,169702190,169704856,1
ENSG00000131013,Homo_sapiens,6,149504733,149546038,-1
ENSG00000187189,Homo_sapiens,6,116249961,116254140,-1
ENSG00000137267,Homo_sapiens,6,3153669,3157526,-1
ENSG00000171611,Homo_sapiens,6,42915989,42925835,1
ENSG00000124613,Homo_sapiens,6,27388992,27400769,1
ENSG00000204209,Homo_sapiens,6,33318559,33323016,-1
ENSG00000135596,Homo_sapiens,6,109444065,109465968,-1
ENSG00000227507,Homo_sapiens,6,31580555,31582425,-1
ENSG00000224586,Homo_sapiens,6,28526012,28534045,1
ENSG00000112212,Homo_sapiens,6,41042718,41044212,1
ENSG00000124575,Homo_sapiens,6,26234268,26234933,-1
ENSG00000146425,Homo_sapiens,6,158636474,158644739,-1
ENSG00000125337,Homo_sapiens,6,168017873,168045089,1
ENSG00000112739,Homo_sapiens,6,4021326,4061907,1
ENSG00000146378,Homo_sapiens,6,132617150,132624275,-1
ENSG00000137270,Homo_sapiens,6,53126964,53148829,-1
ENSG00000096006,Homo_sapiens,6,49727402,49744437,-1
ENSG00000198087,Homo_sapiens,6,47477789,47627263,1
ENSG00000153975,Homo_sapiens,6,116652004,116668794,-1
ENSG00000270800,Homo_sapiens,6,34421766,34426041,-1
ENSG00000185760,Homo_sapiens,6,72621843,73198834,1
ENSG00000169976,Homo_sapiens,6,144094881,144095573,-1
ENSG00000096654,Homo_sapiens,6,27450743,27473118,-1
ENSG00000197442,Homo_sapiens,6,136557047,136792518,-1
ENSG00000146457,Homo_sapiens,6,159727500,159756317,1
ENSG00000172197,Homo_sapiens,6,20102145,20212399,-1
ENSG00000122194,Homo_sapiens,6,160702242,160753306,1
ENSG00000112306,Homo_sapiens,6,132814441,132817564,1
ENSG00000171408,Homo_sapiens,6,136038291,136195565,1
ENSG00000112367,Homo_sapiens,6,109691312,109825428,1
ENSG00000135547,Homo_sapiens,6,125749580,125761269,1
ENSG00000048545,Homo_sapiens,6,42155406,42180049,1
ENSG00000204287,Homo_sapiens,6,32439878,32445046,1
ENSG00000213676,Homo_sapiens,6,32115264,32128253,-1
ENSG00000145990,Homo_sapiens,6,13363355,13486183,-1
ENSG00000137393,Homo_sapiens,6,18387350,18468874,1
ENSG00000112273,Homo_sapiens,6,22569493,22571666,1
ENSG00000204257,Homo_sapiens,6,32949657,32969094,-1
ENSG00000189298,Homo_sapiens,6,28349914,28369177,1
ENSG00000184530,Homo_sapiens,6,127577174,127591817,1
ENSG00000112584,Homo_sapiens,6,170306756,170407065,1
ENSG00000155918,Homo_sapiens,6,150020130,150025532,-1
ENSG00000146385,Homo_sapiens,6,132552693,132553721,1
ENSG00000137331,Homo_sapiens,6,30743199,30744554,-1
ENSG00000146374,Homo_sapiens,6,127119038,127197765,1
ENSG00000204386,Homo_sapiens,6,31859052,31862906,-1
ENSG00000124602,Homo_sapiens,6,41026911,41039217,-1
ENSG00000112699,Homo_sapiens,6,1623806,2245692,-1
ENSG00000269964,Homo_sapiens,6,77690658,77926974,1
ENSG00000051620,Homo_sapiens,6,138404247,138413173,1
ENSG00000224389,Homo_sapiens,6,32014846,32035417,1
ENSG00000055211,Homo_sapiens,6,149578923,149582283,1
ENSG00000057657,Homo_sapiens,6,106098940,106109939,1
ENSG00000170162,Homo_sapiens,6,117265574,117273562,1
ENSG00000026297,Homo_sapiens,6,166929525,166956589,-1
ENSG00000275663,Homo_sapiens,6,26246681,26246977,-1
ENSG00000237649,Homo_sapiens,6,33391536,33409924,1
ENSG00000152822,Homo_sapiens,6,146027782,146437598,1
ENSG00000204610,Homo_sapiens,6,30163206,30172689,1
ENSG00000198225,Homo_sapiens,6,63211446,63213024,1
ENSG00000164304,Homo_sapiens,6,7373181,7389402,-1
ENSG00000027697,Homo_sapiens,6,137204363,137219449,-1
ENSG00000112769,Homo_sapiens,6,112109293,112254538,-1
ENSG00000275379,Homo_sapiens,6,27871905,27872315,-1
ENSG00000204538,Homo_sapiens,6,31137536,31139350,-1
ENSG00000146250,Homo_sapiens,6,83512538,83525704,1
ENSG00000008018,Homo_sapiens,6,170535117,170553341,-1
ENSG00000161911,Homo_sapiens,6,41149604,41154332,-1
ENSG00000237110,Homo_sapiens,6,132538290,132539336,1
ENSG00000135587,Homo_sapiens,6,109442571,109443556,1
ENSG00000111961,Homo_sapiens,6,148524413,148552048,1
ENSG00000183137,Homo_sapiens,6,109095158,109156793,1
ENSG00000152034,Homo_sapiens,6,99919910,99994223,-1
ENSG00000242574,Homo_sapiens,6,32934629,32941070,-1
ENSG00000277157,Homo_sapiens,6,26188765,26189076,-1
ENSG00000112186,Homo_sapiens,6,17393595,17557790,1
ENSG00000146039,Homo_sapiens,6,25761923,25779500,1
ENSG00000028839,Homo_sapiens,6,133952170,133987499,1
ENSG00000153162,Homo_sapiens,6,7726797,7881422,1
ENSG00000203877,Homo_sapiens,6,83853592,83857515,1
ENSG00000164379,Homo_sapiens,6,1312440,1314748,1
ENSG00000112041,Homo_sapiens,6,35497877,35512869,-1
ENSG00000137204,Homo_sapiens,6,43301529,43304207,1
ENSG00000124507,Homo_sapiens,6,34514872,34535221,1
ENSG00000111837,Homo_sapiens,6,10764201,10830879,-1
ENSG00000085377,Homo_sapiens,6,105277565,105403084,-1
ENSG00000164508,Homo_sapiens,6,25726132,25726527,-1
ENSG00000118491,Homo_sapiens,6,143864436,143938356,1
ENSG00000047579,Homo_sapiens,6,15522810,15663058,-1
ENSG00000214113,Homo_sapiens,6,5186600,5260737,-1
ENSG00000112658,Homo_sapiens,6,43171299,43181507,1
ENSG00000112812,Homo_sapiens,6,27247723,27256471,1
ENSG00000204296,Homo_sapiens,6,32292956,32371912,-1
ENSG00000278224,Homo_sapiens,6,41781358,41787372,1
ENSG00000178199,Homo_sapiens,6,149446795,149485061,-1
ENSG00000137404,Homo_sapiens,6,30688050,30691308,-1
ENSG00000124493,Homo_sapiens,6,34018645,34146137,-1
ENSG00000161904,Homo_sapiens,6,33771202,33789136,-1
ENSG00000146267,Homo_sapiens,6,99271169,99349655,-1
ENSG00000255552,Homo_sapiens,6,31712336,31713812,-1
ENSG00000112357,Homo_sapiens,6,136822579,136830260,1
ENSG00000130348,Homo_sapiens,6,106629614,106653823,1
ENSG00000118513,Homo_sapiens,6,135181315,135219171,1
ENSG00000276302,Homo_sapiens,6,28267121,28281580,1
ENSG00000244355,Homo_sapiens,6,31715356,31717804,1
ENSG00000203727,Homo_sapiens,6,147509226,147737547,1
ENSG00000276180,Homo_sapiens,6,27138588,27139881,1
ENSG00000112462,Homo_sapiens,6,29373423,29375291,-1
ENSG00000112562,Homo_sapiens,6,168441151,168667994,1
ENSG00000186439,Homo_sapiens,6,123503651,123637093,-1
ENSG00000181472,Homo_sapiens,6,151364117,151391548,-1
ENSG00000124762,Homo_sapiens,6,36676490,36687337,1
ENSG00000048544,Homo_sapiens,6,42206801,42217865,-1
ENSG00000137200,Homo_sapiens,6,37433220,37462061,1
ENSG00000112425,Homo_sapiens,6,145625312,145735855,-1
ENSG00000014123,Homo_sapiens,6,96521808,96555276,1
ENSG00000203756,Homo_sapiens,6,129831322,129861547,-1
ENSG00000112183,Homo_sapiens,6,17282701,17293866,1
ENSG00000232629,Homo_sapiens,6,32756388,32763466,-1
ENSG00000204590,Homo_sapiens,6,30553360,30556088,-1
ENSG00000146453,Homo_sapiens,6,159800249,159820703,1
ENSG00000198704,Homo_sapiens,6,28503296,28515793,-1
ENSG00000146373,Homo_sapiens,6,124962545,125086338,1
ENSG00000164626,Homo_sapiens,6,39188973,39229450,-1
ENSG00000168143,Homo_sapiens,6,54846771,54942022,1
ENSG00000112499,Homo_sapiens,6,160244185,160277638,-1
ENSG00000204702,Homo_sapiens,6,29100609,29101881,1
ENSG00000197935,Homo_sapiens,6,28994785,29005260,-1
ENSG00000255587,Homo_sapiens,6,36697810,36733183,1
ENSG00000156535,Homo_sapiens,6,73695785,73828316,1
ENSG00000137266,Homo_sapiens,6,3323342,3456559,-1
ENSG00000112116,Homo_sapiens,6,52236681,52244537,-1
ENSG00000118508,Homo_sapiens,6,146543693,146554965,1
ENSG00000112305,Homo_sapiens,6,70668530,70862011,1
ENSG00000278588,Homo_sapiens,6,26272976,26273356,1
ENSG00000082269,Homo_sapiens,6,70426439,70561170,1
ENSG00000198755,Homo_sapiens,6,35468408,35470785,1
ENSG00000135334,Homo_sapiens,6,87675072,87702209,-1
ENSG00000164411,Homo_sapiens,6,87284425,87291988,-1
ENSG00000241106,Homo_sapiens,6,32814370,32816910,-1
ENSG00000111962,Homo_sapiens,6,148747328,149076990,1
ENSG00000137210,Homo_sapiens,6,10747759,10756971,1
ENSG00000112379,Homo_sapiens,6,138161921,138344663,1
ENSG00000124541,Homo_sapiens,6,43021645,43029597,1
ENSG00000111860,Homo_sapiens,6,118460781,118710075,-1
ENSG00000164494,Homo_sapiens,6,107264186,107459564,-1
ENSG00000013375,Homo_sapiens,6,83164873,83193293,-1
ENSG00000079819,Homo_sapiens,6,130839347,131063322,-1
ENSG00000204531,Homo_sapiens,6,31169918,31170620,-1
ENSG00000240053,Homo_sapiens,6,31670379,31672462,1
ENSG00000186470,Homo_sapiens,6,26365159,26378320,1
ENSG00000118420,Homo_sapiens,6,82892398,83065841,-1
ENSG00000130396,Homo_sapiens,6,167827635,167970232,1
ENSG00000189007,Homo_sapiens,6,143426989,143450673,-1
ENSG00000204228,Homo_sapiens,6,33204642,33206831,1
ENSG00000164434,Homo_sapiens,6,122779759,122782896,1
ENSG00000025156,Homo_sapiens,6,122399551,122433119,1
ENSG00000185002,Homo_sapiens,6,116877260,116932163,1
ENSG00000204701,Homo_sapiens,6,29111560,29112884,1
ENSG00000118523,Homo_sapiens,6,131948176,131951373,-1
ENSG00000281613,Homo_sapiens,6,112236806,112350094,1
ENSG00000180573,Homo_sapiens,6,26124145,26139102,1
ENSG00000111850,Homo_sapiens,6,87322588,87342328,1
ENSG00000164674,Homo_sapiens,6,158650014,158764876,1
ENSG00000008083,Homo_sapiens,6,15248855,15522040,1
ENSG00000188107,Homo_sapiens,6,63720136,65707214,-1
ENSG00000146072,Homo_sapiens,6,47231532,47309905,-1
ENSG00000050393,Homo_sapiens,6,13787134,13801345,-1
ENSG00000095970,Homo_sapiens,6,41158507,41163186,-1
ENSG00000118402,Homo_sapiens,6,79914812,79947580,-1
ENSG00000177688,Homo_sapiens,6,149400227,149401292,1
ENSG00000197261,Homo_sapiens,6,49550646,49552095,1
ENSG00000120437,Homo_sapiens,6,159760328,159779055,1
ENSG00000135338,Homo_sapiens,6,79487828,79537458,-1
ENSG00000112294,Homo_sapiens,6,24494969,24534303,1
ENSG00000285446,Homo_sapiens,6,116399395,116463696,1
ENSG00000285085,Homo_sapiens,6,32150495,32154373,-1
ENSG00000124795,Homo_sapiens,6,18256373,18264208,-1
ENSG00000124678,Homo_sapiens,6,35118077,35141410,-1
ENSG00000135298,Homo_sapiens,6,68638676,69388891,1
ENSG00000130363,Homo_sapiens,6,158977236,159000166,-1
ENSG00000204256,Homo_sapiens,6,32973084,32981505,1
ENSG00000204472,Homo_sapiens,6,31615991,31617021,1
ENSG00000135314,Homo_sapiens,6,73241317,73242561,-1
ENSG00000135346,Homo_sapiens,6,87086336,87095106,-1
ENSG00000231925,Homo_sapiens,6,33304300,33314387,-1
ENSG00000124587,Homo_sapiens,6,42964335,42979150,-1
ENSG00000112276,Homo_sapiens,6,105100831,105136348,-1
ENSG00000243729,Homo_sapiens,6,29355230,29356277,-1
ENSG00000164484,Homo_sapiens,6,130421096,130443061,1
ENSG00000277224,Homo_sapiens,6,26199520,26200715,1
ENSG00000168631,Homo_sapiens,6,30941000,30954221,1
ENSG00000168216,Homo_sapiens,6,69675806,69790665,-1
ENSG00000120436,Homo_sapiens,6,167156271,167158329,-1
ENSG00000203734,Homo_sapiens,6,138796111,138904070,1
ENSG00000204576,Homo_sapiens,6,30557280,30563723,1
ENSG00000112782,Homo_sapiens,6,45911623,46015828,-1
ENSG00000204618,Homo_sapiens,6,30070266,30075887,-1
ENSG00000166278,Homo_sapiens,6,31927763,31945624,1
ENSG00000203778,Homo_sapiens,6,112087638,112100895,1
ENSG00000164458,Homo_sapiens,6,166164606,166168671,-1
ENSG00000171462,Homo_sapiens,6,43450354,43456632,-1
ENSG00000112759,Homo_sapiens,6,44219505,44234151,1
ENSG00000282218,Homo_sapiens,6,117318211,117573571,-1
ENSG00000198945,Homo_sapiens,6,130018583,130141451,1
ENSG00000112149,Homo_sapiens,6,14117256,14136918,1
ENSG00000124733,Homo_sapiens,6,43012094,43016868,-1
ENSG00000112110,Homo_sapiens,6,159790466,159798436,1
ENSG00000244067,Homo_sapiens,6,52750089,52763569,-1
ENSG00000120265,Homo_sapiens,6,149749695,149811420,1
ENSG00000074706,Homo_sapiens,6,154246599,154356792,-1
ENSG00000223865,Homo_sapiens,6,33080672,33087201,1
ENSG00000204344,Homo_sapiens,6,31971944,31981446,1
ENSG00000124749,Homo_sapiens,6,56057320,56247435,-1
ENSG00000124535,Homo_sapiens,6,2765432,2785744,1
ENSG00000112799,Homo_sapiens,6,6588669,6654631,1
ENSG00000135297,Homo_sapiens,6,73461765,73501452,1
ENSG00000180113,Homo_sapiens,6,46687875,46704319,1
ENSG00000204687,Homo_sapiens,6,29486697,29487956,-1
ENSG00000146223,Homo_sapiens,6,42879933,42886249,1
ENSG00000111816,Homo_sapiens,6,115931149,116060758,-1
ENSG00000085382,Homo_sapiens,6,104833060,104859560,-1
ENSG00000235863,Homo_sapiens,6,33277132,33278825,1
ENSG00000273542,Homo_sapiens,6,27831216,27831527,-1
ENSG00000156711,Homo_sapiens,6,36130484,36144524,1
ENSG00000112320,Homo_sapiens,6,107489958,107660167,1
ENSG00000187566,Homo_sapiens,6,18120440,18122687,-1
ENSG00000164440,Homo_sapiens,6,139240061,139292139,-1
ENSG00000225921,Homo_sapiens,6,13615327,13621205,1
ENSG00000146411,Homo_sapiens,6,133988697,134052636,-1
ENSG00000146233,Homo_sapiens,6,46549580,46652830,-1
ENSG00000186625,Homo_sapiens,6,149594877,149648804,-1
ENSG00000065060,Homo_sapiens,6,34792015,34883138,1
ENSG00000025039,Homo_sapiens,6,89364998,89412070,-1
ENSG00000124802,Homo_sapiens,6,8097307,8102046,-1
ENSG00000146047,Homo_sapiens,6,25726777,25727292,1
ENSG00000057663,Homo_sapiens,6,106186540,106316208,-1
ENSG00000164485,Homo_sapiens,6,137143831,137173648,-1
ENSG00000180992,Homo_sapiens,6,44113454,44127457,-1
ENSG00000188580,Homo_sapiens,6,124121850,124825616,1
ENSG00000146360,Homo_sapiens,6,109978256,109980718,1
ENSG00000178033,Homo_sapiens,6,116511646,116524792,1
ENSG00000112238,Homo_sapiens,6,99606730,99614759,1
ENSG00000203907,Homo_sapiens,6,73369210,73395133,-1
ENSG00000231389,Homo_sapiens,6,33069019,33080767,-1
ENSG00000204713,Homo_sapiens,6,28903002,28923989,-1
ENSG00000112210,Homo_sapiens,6,57186992,57222314,-1
ENSG00000137288,Homo_sapiens,6,33697568,33711727,-1
ENSG00000219607,Homo_sapiens,6,5084581,5089487,1
ENSG00000206474,Homo_sapiens,6,29439939,29440977,1
ENSG00000204644,Homo_sapiens,6,29672500,29677302,-1
ENSG00000112249,Homo_sapiens,6,100508194,100881364,-1
ENSG00000172348,Homo_sapiens,6,46221468,46325672,-1
ENSG00000111880,Homo_sapiens,6,88610272,88963721,-1
ENSG00000112414,Homo_sapiens,6,142301929,142446248,1
ENSG00000111877,Homo_sapiens,6,118813449,118931738,-1
ENSG00000112033,Homo_sapiens,6,35342558,35428191,1
ENSG00000231852,Homo_sapiens,6,32038415,32041642,1
ENSG00000172738,Homo_sapiens,6,37212181,37257596,-1
ENSG00000276368,Homo_sapiens,6,27814354,27814740,-1
ENSG00000158406,Homo_sapiens,6,26281055,26285534,-1
ENSG00000204542,Homo_sapiens,6,31111223,31112559,-1
ENSG00000198523,Homo_sapiens,6,118548298,118560730,1
ENSG00000204475,Homo_sapiens,6,31589297,31592749,-1
ENSG00000232040,Homo_sapiens,6,28571630,28587335,-1
ENSG00000203909,Homo_sapiens,6,73353062,73354295,-1
ENSG00000244731,Homo_sapiens,6,31982068,32002672,1
ENSG00000009413,Homo_sapiens,6,111299052,111483715,-1
ENSG00000188112,Homo_sapiens,6,42101118,42142444,-1
ENSG00000137185,Homo_sapiens,6,28227012,28233015,1
ENSG00000080546,Homo_sapiens,6,108986442,109009555,-1
ENSG00000096093,Homo_sapiens,6,52423809,52495783,1
ENSG00000010810,Homo_sapiens,6,111660332,111720062,-1
ENSG00000196748,Homo_sapiens,6,35776619,35779552,1
ENSG00000197061,Homo_sapiens,6,26103876,26104310,1
ENSG00000078401,Homo_sapiens,6,12290363,12297194,1
ENSG00000065491,Homo_sapiens,6,37257772,37332970,1
ENSG00000146215,Homo_sapiens,6,43305825,43308797,-1
ENSG00000234745,Homo_sapiens,6,31354480,31357158,-1
ENSG00000146281,Homo_sapiens,6,89146050,89165565,1
ENSG00000146247,Homo_sapiens,6,78935867,79078236,-1
ENSG00000152954,Homo_sapiens,6,24126186,24147529,1
ENSG00000112619,Homo_sapiens,6,42696600,42722574,-1
ENSG00000221821,Homo_sapiens,6,42890265,42890816,-1
ENSG00000146263,Homo_sapiens,6,97146545,97282553,-1
ENSG00000008197,Homo_sapiens,6,50713828,50772988,1
ENSG00000065029,Homo_sapiens,6,35259774,35295983,1
ENSG00000135549,Homo_sapiens,6,122610232,122726372,1
ENSG00000112514,Homo_sapiens,6,33416542,33418288,-1
ENSG00000112685,Homo_sapiens,6,485133,693111,-1
ENSG00000137221,Homo_sapiens,6,43477523,43506556,1
ENSG00000233822,Homo_sapiens,6,27838662,27865798,1
ENSG00000029639,Homo_sapiens,6,155257509,155314484,-1
ENSG00000204439,Homo_sapiens,6,31658298,31660772,-1
ENSG00000013392,Homo_sapiens,6,83193379,83198932,1
ENSG00000197977,Homo_sapiens,6,10980759,11044314,-1
ENSG00000213760,Homo_sapiens,6,31545276,31548427,-1
ENSG00000111885,Homo_sapiens,6,119177209,119349761,-1
ENSG00000278828,Homo_sapiens,6,27810064,27811300,1
ENSG00000120253,Homo_sapiens,6,149738766,149746535,-1
ENSG00000124731,Homo_sapiens,6,41279539,41286682,-1
ENSG00000137261,Homo_sapiens,6,24544104,24646155,-1
ENSG00000274641,Homo_sapiens,6,27893463,27893843,1
ENSG00000124787,Homo_sapiens,6,4995049,5004063,-1
ENSG00000275713,Homo_sapiens,6,26251651,26253710,1
ENSG00000023892,Homo_sapiens,6,35297852,35321771,1
ENSG00000172201,Homo_sapiens,6,19837386,19840684,1
ENSG00000173214,Homo_sapiens,6,111259348,111271167,1
ENSG00000273983,Homo_sapiens,6,26269405,26271815,-1
ENSG00000123545,Homo_sapiens,6,96889313,96897881,-1
ENSG00000111886,Homo_sapiens,6,89257520,89315299,-1
ENSG00000244255,Homo_sapiens,6,31927724,31952030,1
ENSG00000112695,Homo_sapiens,6,75240301,75243790,-1
ENSG00000124767,Homo_sapiens,6,38675925,38703141,-1
ENSG00000204482,Homo_sapiens,6,31586124,31588909,1
ENSG00000146409,Homo_sapiens,6,132769370,132798553,-1
ENSG00000123500,Homo_sapiens,6,116118923,116126133,-1
ENSG00000001167,Homo_sapiens,6,41072983,41097950,1
ENSG00000276903,Homo_sapiens,6,27865355,27865747,1
